,"Abbott, H. Porter","Adorno, Theodor W.","Agamben, Giorgio","Althusser, Louis","Anderson, Benedict R. O'G.","Bachelard, Gaston","Badiou, Alain","Bal, Mieke","Balibar, Étienne","Barthes, Roland","Bataille, Georges","Baudelaire, Charles Pierre","Baudrillard, Jean","Bauman, Zygmunt","Beauvoir, Simone de","Beck, Ulrich","Benjamin, Walter","Bergson, Henri","Bhabha, Homi K.","Blanchot, Maurice","Booth, Wayne C.","Bourdieu, Pierre","Braidotti, Rosi","Brooks, Peter","Butler, Judith","Chatman, Seymour Benjamin","Culler, Jonathan D.","Deleuze, Gilles","Derrida, Jacques","Eagleton, Terry","Eco, Umberto","Eliade, Mircea","Eliot, Thomas Stearns","Fanon, Frantz","Foucault, Michel","Freud, Sigmund","Frye, Northrop","Genette, Gerard","Giddens, Anthony","Girard, René","Goldmann, Lucien","Gramsci, Antonio","Greimas, Algirdas Julien","Hall, Stuart","Haraway, Donna J.","Hegel, Georg Wilhelm Friedrich","Heidegger, Martin","Hobsbawm, Eric John","Hutcheon, Linda","Jameson, Fredric","Kant, Immanuel","Kierkegaard, Søren","Kristeva, Julia","Kropotkin, Petr Alekseevich","Lacan, Jacques","Lakoff, George","Latour, Bruno","Lefèbvre, Henri","Levinas, Emmanuel","Lukács, Georg","Lyotard, Jean-Francois","Marcuse, Herbert","Marx, Karl","McLuhan, Herbert Marshall","Merleau-Ponty, Maurice","Moretti, Franco","Nancy, Jean-Luc","Negri, Antonio","Nietzsche, Friedrich","Nussbaum, Martha Craven","Ong, Walter J.","Prince, Gerald","Rancière, Jacques","Ricoeur, Paul","Rimmon-Kenan, Shlomith","Said, Edward","Sartre, Jean Paul","Simmel, Georg","Sontag, Susan","Spinoza, Baruch De","Spivak, Gayatri Chakravorty","Stanzel, Franz Karl","Taylor, Charles","Virilio, Paul","Wellek, René","Žižek, Slavoj",大村益夫,白川豊,가라타니 고진,고모리 요이치,루쉰,사에구사 도시카쓰,사카이 나오키,아리스토텔레스,아즈마 히로키,와다 하루키,요시미 순야,우에노 치즈코,플라톤,한나 아렌트
"Latour, Bruno",0,0,5,0,1,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,1,10,0,1,0,0,6,5,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,12,0,1,0,0,2,2,0,0,0,1,0,0,0,2,2,0,0,2,0,0,3,0,1,0,3,0,0,2,0,0,0,0,5,2,1,0,0,1,0,0,7,0,0,2,0,1,0,0,0,2,0,0,1,0,1
"Lefèbvre, Henri",1,6,7,0,2,8,2,0,0,4,0,1,4,7,0,0,9,0,2,5,0,1,1,2,4,2,0,13,4,1,2,3,0,1,18,4,0,2,2,5,1,1,0,2,0,1,5,0,1,3,0,0,3,0,2,0,0,0,0,3,0,0,2,1,2,4,1,2,1,1,0,0,7,4,0,1,0,2,3,2,1,0,1,1,2,6,0,0,5,0,0,0,0,1,2,0,1,0,0,1
"Levinas, Emmanuel",0,5,13,1,1,0,14,0,1,4,1,1,0,3,1,3,9,3,0,4,0,1,1,2,12,1,0,16,17,2,2,0,0,4,10,13,1,1,1,3,0,0,0,1,0,3,8,1,0,2,6,1,6,0,12,5,2,0,0,2,0,0,2,0,2,0,2,2,2,2,0,1,10,5,0,0,1,2,3,2,3,1,1,0,0,17,0,0,5,0,0,0,0,1,1,0,0,1,2,2
"Lukács, Georg",4,4,8,0,0,2,2,1,2,6,1,1,2,6,2,0,10,1,2,4,2,2,2,5,7,3,1,10,6,3,0,4,1,0,13,5,9,2,1,2,3,2,0,0,0,6,4,1,4,9,5,0,1,0,3,0,2,3,2,0,0,3,11,0,0,15,1,0,3,2,1,0,4,4,2,0,4,1,1,2,1,0,0,0,1,13,0,2,11,0,1,0,1,6,2,0,0,0,1,4
"Lyotard, Jean-Francois",0,0,2,1,0,1,1,1,0,1,0,0,2,2,0,0,2,0,0,1,0,0,0,1,3,0,0,4,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,3,0,0,4,6,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,6,0,0,3,0,0,0,0,3,0,0,0,0,0,0
"Marcuse, Herbert",0,4,0,1,1,0,0,0,0,0,5,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,5,8,0,0,1,2,3,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0
"Marx, Karl",1,1,6,3,1,0,10,0,2,4,2,3,4,4,0,1,14,2,0,0,0,2,0,1,3,0,1,8,7,2,0,0,1,1,21,8,2,0,2,0,0,2,1,0,1,5,8,3,0,3,3,0,1,1,3,0,2,2,2,11,1,1,0,0,0,3,3,8,1,2,0,0,4,0,0,1,4,8,0,0,3,0,1,0,0,13,0,1,5,1,0,0,2,1,1,2,0,2,3,4
"McLuhan, Herbert Marshall",1,1,1,0,3,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,9,1,1,1,1,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Merleau-Ponty, Maurice",0,2,3,0,0,3,0,2,1,1,3,0,0,0,1,0,5,4,0,6,0,0,1,0,1,0,0,9,1,1,0,1,1,0,8,7,0,1,1,2,0,0,0,0,3,2,10,0,0,0,3,0,2,1,3,0,0,2,2,0,1,2,0,0,0,0,3,0,0,2,1,0,4,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,5,0,1,0,0,3,1,0,0,0,0,0
"Moretti, Franco",4,1,6,0,1,1,4,0,1,1,0,0,1,5,1,2,11,1,0,3,1,2,1,6,2,2,1,6,5,4,1,0,1,1,12,6,3,2,2,2,1,1,0,0,1,3,2,1,2,20,1,0,1,0,1,1,3,4,0,15,0,0,3,0,0,0,1,0,1,2,1,0,2,5,0,1,3,6,1,2,1,0,4,1,2,8,1,0,14,0,0,2,2,2,1,1,1,2,0,1
"Nancy, Jean-Luc",1,0,5,4,0,0,2,1,3,0,0,0,0,2,0,2,5,0,0,14,0,0,1,1,5,0,0,7,5,0,0,0,0,0,4,6,1,0,1,3,1,0,0,0,1,0,7,0,0,1,5,0,1,0,6,0,0,1,2,1,6,0,3,0,3,1,0,3,0,2,0,0,6,1,0,2,0,1,0,0,1,0,0,0,0,15,0,0,6,0,0,0,3,1,0,0,0,1,0,2
"Negri, Antonio",0,1,10,3,2,0,3,0,2,0,0,0,0,4,0,0,4,1,1,2,1,3,0,2,5,0,0,17,4,3,0,0,0,1,10,4,0,0,0,0,0,2,0,0,2,0,1,1,0,4,2,0,4,0,2,1,1,2,2,0,2,0,8,0,0,0,3,0,1,4,0,0,6,1,0,0,0,2,0,2,2,0,0,2,0,7,0,0,2,1,0,0,3,1,0,0,0,0,0,2
"Nietzsche, Friedrich",0,2,5,0,1,4,1,0,0,2,3,2,0,1,2,0,5,2,1,1,1,1,1,1,6,1,2,20,5,3,1,2,2,0,11,10,1,2,1,2,1,0,1,1,0,8,12,0,1,2,7,0,2,0,1,2,0,1,2,3,0,0,1,2,0,1,0,1,0,4,2,1,2,7,0,0,5,4,3,4,2,0,1,1,1,6,0,0,3,0,1,0,0,6,1,0,0,0,3,2
"Nussbaum, Martha Craven",3,1,15,2,2,2,9,0,2,3,2,0,0,11,3,2,6,4,2,2,1,1,10,9,28,0,0,14,7,6,1,4,0,1,20,16,0,1,4,3,0,0,0,1,7,2,2,0,0,4,1,0,8,0,1,0,3,1,2,2,0,0,2,0,2,2,2,4,4,0,1,0,8,2,0,0,5,1,8,4,4,0,4,1,0,17,0,0,5,3,0,0,3,5,0,0,0,10,0,7
"Ong, Walter J.",0,2,2,0,1,1,1,1,0,0,1,1,2,0,0,0,7,0,0,1,0,5,0,0,2,1,0,5,2,2,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,1,0,0,2,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
"Prince, Gerald",3,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,6,1,0,1,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Rancière, Jacques",5,8,33,5,8,3,32,2,3,9,2,1,0,11,0,3,37,3,7,12,0,9,0,3,18,6,0,24,11,7,2,3,1,2,35,13,0,3,2,2,1,2,0,0,2,3,3,5,2,9,3,0,4,0,8,1,2,7,10,4,2,3,4,4,4,2,6,6,2,8,1,0,0,4,1,2,2,1,4,3,6,1,0,2,0,21,0,0,10,1,0,0,0,3,2,1,0,4,1,10
"Ricoeur, Paul",4,4,4,0,2,2,2,4,0,3,1,0,2,2,1,0,6,1,0,2,6,5,1,3,6,13,1,7,6,2,4,2,0,3,10,5,2,8,3,3,1,0,1,0,0,2,4,1,0,2,3,0,2,0,1,6,0,4,5,4,0,0,0,0,0,5,1,1,7,2,2,0,4,0,9,0,1,1,2,1,1,1,1,0,0,4,0,0,1,1,0,0,4,5,1,0,0,0,1,2
"Rimmon-Kenan, Shlomith",5,1,0,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,18,1,1,0,0,2,0,0,0,7,1,0,13,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,1,9,0,0,0,0,0,0,0,9,0,0,1,5,1,0,2,1,0,0,0,0,0,0,0,0,0,1
"Said, Edward",0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sartre, Jean Paul",2,0,3,1,0,3,4,0,1,7,0,1,0,0,1,0,4,2,0,1,0,0,0,2,1,0,3,5,3,2,1,0,1,1,7,5,1,0,2,1,0,1,1,0,0,1,10,0,2,1,1,1,1,0,5,0,0,0,1,4,0,0,4,0,0,3,0,0,5,5,1,0,2,1,0,0,0,0,1,1,1,0,1,0,1,5,0,0,4,1,0,0,0,1,0,0,0,0,0,2
"Simmel, Georg",0,0,8,0,3,3,5,0,2,2,3,2,3,5,0,1,18,0,1,3,0,6,1,1,3,0,0,7,5,0,0,1,0,1,6,1,1,0,4,1,1,0,0,1,0,2,2,0,0,4,1,0,2,0,3,2,5,2,2,1,0,0,8,0,1,6,1,2,4,1,0,0,1,1,0,0,0,0,1,2,1,1,1,0,0,5,0,0,4,0,1,0,2,2,0,1,0,2,0,0
"Sontag, Susan",3,4,14,0,0,1,3,0,1,6,0,0,0,5,0,0,13,1,3,4,0,0,0,1,8,6,0,7,2,4,2,1,0,1,11,6,0,3,1,2,0,1,0,1,1,1,1,2,0,4,2,1,3,0,0,0,2,3,3,1,0,0,0,1,1,1,0,0,3,8,1,0,4,2,0,0,1,1,0,0,3,0,0,2,0,8,0,0,3,0,0,0,1,4,1,0,0,1,1,3
"Spinoza, Baruch De",0,1,2,0,0,2,2,0,2,2,1,0,0,0,3,0,1,3,0,0,0,0,2,1,2,1,0,21,2,3,1,3,0,1,3,4,0,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,2,2,3,0,1,2,2,2,0,0,0,0,2,2,0,2,4,4,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,1,3
"Spivak, Gayatri Chakravorty",0,0,11,3,2,1,4,0,1,0,1,0,0,3,0,1,6,0,11,0,1,4,2,1,14,1,1,3,5,1,0,0,0,6,15,2,0,0,1,1,0,5,0,2,2,1,2,0,1,6,2,0,1,0,3,0,0,1,3,1,2,0,3,0,0,1,1,2,2,4,1,0,6,1,0,3,1,1,3,1,0,0,1,0,0,6,0,0,5,0,0,0,3,1,0,0,0,0,0,3
"Stanzel, Franz Karl",2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,1,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Taylor, Charles",0,2,4,0,2,0,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,0,2,3,0,0,1,0,2,0,2,0,0,1,1,1,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,4,0,0,1,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,2,0,1
"Virilio, Paul",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,1,0,5,1,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,2,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"Wellek, René",0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Žižek, Slavoj",4,12,48,12,3,3,40,2,7,11,6,1,3,17,2,3,33,4,4,11,3,9,6,11,27,4,0,40,19,16,0,4,1,4,47,60,1,2,4,15,1,1,0,1,2,8,12,3,2,19,13,1,14,1,50,3,7,6,17,13,6,4,13,1,5,8,15,7,6,17,0,2,21,4,5,0,5,5,8,2,6,0,1,3,2,0,2,0,21,0,1,0,1,1,2,1,0,5,7,9
大村益夫,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0
白川豊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
가라타니 고진,5,2,15,0,11,0,5,1,4,1,1,0,2,3,0,1,20,2,9,3,0,3,0,4,6,3,0,15,10,7,1,1,0,1,29,13,4,3,0,0,3,1,0,1,0,2,9,4,4,5,10,0,2,1,7,0,2,5,5,11,3,1,5,1,5,14,6,2,3,5,3,1,10,1,2,0,4,4,3,3,5,3,3,1,1,21,1,0,0,0,1,0,4,2,5,0,0,0,0,3
고모리 요이치,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0
루쉰,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
사에구사 도시카쓰,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
사카이 나오키,1,0,7,2,2,0,1,0,2,1,0,0,0,0,0,0,3,0,6,1,0,1,0,1,8,0,0,6,9,1,0,0,0,0,9,2,0,0,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,3,3,0,3,1,0,0,4,0,0,0,2,1,0,3,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,1,0,3
아리스토텔레스,2,3,2,1,0,2,0,1,1,4,2,0,1,2,0,0,6,2,0,1,1,1,0,9,2,9,0,2,4,2,3,1,1,0,2,5,2,2,2,4,1,0,0,0,0,3,3,0,1,2,5,0,2,0,1,2,0,1,1,6,3,1,1,0,3,2,1,1,6,5,0,1,3,5,0,0,1,2,4,3,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,4,2
아즈마 히로키,1,1,2,0,1,0,2,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,2,1,1,0,0,4,0,0,0,0,0,2,3,1,0,1,1,0,0,0,0,1,1,1,0,0,3,0,0,1,0,1,0,2,2,1,2,0,1,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,1
와다 하루키,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
요시미 순야,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
우에노 치즈코,4,0,5,0,4,0,5,0,2,1,2,0,0,1,0,1,2,0,0,1,0,0,0,4,8,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,2,1,0,0,10,0,0,4,0,0,0,0,2,1,0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1
플라톤,0,3,0,1,0,3,3,0,1,4,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,6,3,1,3,0,0,0,5,6,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,1,0,3,1,0,0,2,1,0,0,3,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,1
한나 아렌트,0,4,25,2,0,3,5,0,4,2,1,0,0,6,0,3,11,0,0,1,0,2,0,2,13,1,0,5,11,3,0,1,0,1,17,6,1,0,3,1,1,0,0,0,1,1,3,0,0,5,2,0,3,0,2,1,1,1,2,4,0,0,4,0,0,1,2,2,2,7,0,0,10,2,1,0,2,0,3,3,3,0,1,0,0,9,0,0,3,0,0,0,3,2,1,0,0,1,1,0
